League,Degree,whyplay,Age,GAD_T
Diamond,High School,improving,21,2
Diamond,Bachelor,having fun,23,2
Gold,High School,winning,19,2
Diamond,Master,improving,22,4
Silver,Bachelor,having fun,33,3
Diamond,High School,having fun,24,2
Gold,Bachelor,having fun,24,0
Silver,High School,improving,18,9
Gold,High School,having fun,18,1
Platinum,High School,winning,21,7
Diamond,High School,having fun,20,4
Diamond,High School,improving,23,0
Platinum,High School,improving,19,4
Unranked,High School,having fun,21,0
Unranked,High School,improving,23,3
Gold,None,winning,18,4
Platinum,Bachelor,having fun,23,3
Diamond,High School,winning,25,17
Platinum,High School,improving,24,11
Diamond,None,having fun,18,13
Gold,Master,having fun,30,2
Silver,High School,relaxing,19,1
Diamond,Bachelor,winning,21,0
Silver,None,improving,18,0
Silver,High School,having fun,22,10
Diamond,None,improving,18,6
Platinum,Bachelor,improving,26,10
Silver,High School,having fun,19,7
Gold,None,having fun,18,5
Platinum,High School,winning,18,7
Platinum,High School,winning,20,6
Gold,None,improving,18,3
Silver,High School,winning,20,2
Platinum,High School,winning,22,9
Gold,High School,improving,18,2
Silver,Bachelor,having fun,21,9
Unranked,Bachelor,relaxing,24,1
Platinum,High School,winning,19,3
Gold,High School,having fun,19,2
Silver,High School,having fun,18,7
Gold,Master,improving,18,8
Platinum,High School,improving,20,8
Silver,High School,having fun,26,2
Diamond,None,improving,18,5
Gold,High School,relaxing,18,9
Gold,None,relaxing,18,6
Gold,None,improving,18,4
Platinum,High School,improving,20,4
Silver,None,improving,18,7
Platinum,High School,winning,20,3
Diamond,None,improving,30,2
Gold,None,having fun,19,3
Silver,High School,improving,22,2
Platinum,High School,having fun,19,5
Diamond,High School,improving,20,6
Silver,Bachelor,having fun,24,2
Gold,Bachelor,improving,25,3
Gold,High School,having fun,19,12
Gold,High School,having fun,18,1
Gold,None,improving,18,2
Diamond,None,winning,18,12
Platinum,None,having fun,18,15
Diamond,High School,improving,19,3
Silver,High School,winning,18,5
Silver,High School,having fun,19,2
Silver,High School,improving,19,4
Gold,High School,improving,21,7
Gold,High School,improving,18,21
Unranked,High School,having fun,21,1
Platinum,High School,relaxing,18,0
Bronze,Bachelor,having fun,22,9
Silver,High School,having fun,19,3
Gold,High School,having fun,20,1
Silver,None,improving,18,9
Silver,None,having fun,18,8
Gold,Bachelor,improving,21,15
Platinum,High School,improving,20,10
Silver,High School,improving,26,3
Platinum,High School,having fun,20,11
Gold,High School,improving,22,1
Gold,High School,improving,21,7
Silver,High School,improving,18,8
Bronze,High School,having fun,18,2
Diamond,High School,having fun,22,3
Silver,High School,winning,19,9
Unranked,Bachelor,relaxing,27,1
Gold,High School,having fun,19,9
Platinum,Bachelor,having fun,23,5
Diamond,High School,improving,22,6
Platinum,High School,having fun,19,12
Diamond,High School,winning,19,2
Gold,Bachelor,improving,19,5
Gold,None,improving,21,2
Bronze,High School,having fun,21,13
Silver,High School,relaxing,18,2
Silver,None,having fun,20,6
Silver,High School,improving,20,4
Platinum,High School,relaxing,22,2
Silver,High School,improving,20,3
Silver,High School,improving,20,1
Silver,Bachelor,improving,23,16
Silver,High School,improving,21,3
Gold,High School,having fun,18,12
Unranked,Bachelor,having fun,25,4
Gold,High School,improving,18,4
Unranked,High School,having fun,23,2
Gold,High School,improving,18,6
Silver,High School,improving,19,2
Silver,Bachelor,winning,27,6
Platinum,Bachelor,improving,21,12
Platinum,High School,having fun,19,1
Platinum,High School,having fun,20,0
Diamond,High School,having fun,20,1
Gold,Master,improving,27,3
Gold,Master,having fun,24,2
Platinum,High School,improving,20,11
Platinum,High School,having fun,18,0
Gold,Bachelor,improving,20,14
Silver,High School,having fun,18,1
Gold,High School,winning,20,14
Unranked,High School,having fun,22,6
Diamond,High School,improving,21,9
Gold,High School,having fun,23,2
Platinum,Bachelor,winning,26,7
Gold,High School,having fun,19,1
Gold,None,having fun,18,3
Gold,High School,improving,19,4
Diamond,High School,improving,21,3
Silver,High School,improving,18,0
Diamond,High School,improving,24,2
Bronze,High School,having fun,18,8
Platinum,High School,winning,20,2
Silver,Doctor,improving,23,7
Diamond,High School,improving,21,6
Platinum,High School,winning,20,17
Bronze,High School,improving,20,4
Diamond,High School,improving,22,2
Silver,High School,winning,19,2
Diamond,Bachelor,improving,21,10
Gold,High School,winning,20,8
Silver,High School,winning,18,5
Bronze,High School,improving,19,0
Platinum,High School,improving,34,4
Silver,High School,improving,20,1
Platinum,Bachelor,improving,20,2
Gold,High School,winning,19,8
Platinum,High School,having fun,21,1
Silver,Bachelor,relaxing,21,1
Bronze,High School,improving,20,1
Silver,Bachelor,having fun,19,0
Gold,High School,improving,18,6
Gold,Master,having fun,22,1
Gold,High School,improving,23,1
Gold,High School,relaxing,19,1
Silver,Master,improving,24,2
Silver,High School,having fun,18,7
Platinum,High School,winning,20,0
Platinum,High School,improving,18,5
Diamond,High School,improving,23,0
Gold,Bachelor,improving,29,7
Gold,Bachelor,winning,21,4
Bronze,None,improving,18,6
Gold,None,having fun,18,3
Gold,High School,having fun,19,4
Silver,Bachelor,having fun,23,0
Silver,High School,winning,22,9
Unranked,High School,improving,19,13
Gold,High School,improving,19,0
Platinum,High School,improving,20,6
Platinum,Bachelor,having fun,19,3
Platinum,High School,improving,19,5
Gold,High School,having fun,21,1
Bronze,High School,improving,23,2
Gold,Master,relaxing,24,7
Silver,High School,having fun,21,6
Unranked,High School,having fun,19,9
Platinum,High School,having fun,19,8
Platinum,High School,having fun,20,3
Platinum,None,improving,18,12
Silver,Bachelor,winning,26,5
Platinum,High School,having fun,18,7
Silver,High School,having fun,18,18
Silver,High School,having fun,20,7
Gold,Bachelor,winning,23,8
Silver,Bachelor,winning,20,7
Gold,High School,having fun,19,5
Silver,Bachelor,improving,20,5
Diamond,High School,having fun,19,9
Unranked,High School,having fun,25,8
Gold,High School,having fun,21,1
Diamond,High School,having fun,21,3
Diamond,None,winning,22,3
Gold,High School,improving,20,17
Platinum,High School,improving,22,5
Bronze,High School,winning,20,16
Platinum,High School,improving,21,1
Silver,Master,improving,25,3
Gold,Master,having fun,20,5
Silver,High School,having fun,21,2
Platinum,High School,winning,22,1
Silver,High School,winning,20,11
Gold,Master,having fun,21,1
Gold,Master,winning,25,2
Gold,High School,having fun,20,7
Gold,High School,improving,18,1
Gold,High School,having fun,19,3
Bronze,High School,improving,20,4
Platinum,Bachelor,having fun,30,4
Platinum,High School,winning,20,11
Gold,Bachelor,relaxing,19,3
Gold,None,improving,18,10
Bronze,High School,having fun,18,2
Silver,High School,winning,18,5
Silver,Bachelor,improving,21,4
Bronze,High School,having fun,28,10
Platinum,High School,improving,19,3
Gold,High School,having fun,20,2
Gold,High School,improving,22,6
Platinum,Bachelor,having fun,20,7
Platinum,High School,having fun,23,6
Platinum,High School,winning,21,1
Diamond,High School,improving,20,1
Bronze,None,having fun,18,4
Silver,High School,winning,22,1
Silver,Bachelor,winning,23,10
Silver,High School,improving,19,3
Silver,High School,having fun,22,3
Platinum,None,winning,18,12
Platinum,High School,having fun,18,4
Gold,High School,improving,21,5
Diamond,High School,having fun,18,1
Gold,High School,winning,18,9
Bronze,Bachelor,winning,32,19
Bronze,Bachelor,having fun,26,11
Gold,High School,having fun,18,2
Gold,High School,improving,18,14
Silver,Bachelor,having fun,29,1
Gold,Bachelor,relaxing,25,16
Diamond,High School,improving,21,4
Gold,High School,having fun,18,3
Gold,High School,having fun,20,4
Gold,High School,having fun,18,0
Silver,High School,relaxing,19,0
Gold,High School,winning,18,1
Platinum,High School,improving,21,11
Platinum,High School,having fun,18,0
Diamond,High School,having fun,20,0
Gold,High School,improving,19,2
Gold,High School,winning,18,1
Platinum,None,winning,18,18
Unranked,None,having fun,18,3
Platinum,Bachelor,having fun,25,2
Silver,High School,improving,21,4
Platinum,High School,improving,20,2
Silver,High School,having fun,20,0
Gold,Bachelor,improving,24,4
Gold,High School,improving,21,4
Gold,None,having fun,20,3
Gold,None,improving,18,12
Diamond,None,improving,23,10
Unranked,High School,having fun,19,18
Gold,None,winning,18,12
Platinum,Master,winning,23,15
Silver,High School,relaxing,19,3
Gold,High School,improving,21,7
Gold,High School,improving,18,21
Diamond,High School,improving,18,15
Diamond,High School,improving,22,2
Unranked,None,having fun,20,0
Platinum,Bachelor,having fun,27,0
Platinum,High School,improving,19,3
Gold,High School,having fun,20,14
Gold,High School,improving,29,21
Silver,High School,having fun,18,4
Gold,Bachelor,having fun,23,3
Diamond,High School,improving,19,5
Bronze,Bachelor,improving,22,4
Bronze,Bachelor,having fun,31,2
Silver,High School,winning,20,4
Gold,High School,improving,18,0
Gold,High School,improving,18,10
Gold,None,having fun,19,13
Diamond,High School,improving,21,5
Platinum,High School,winning,22,19
Platinum,High School,having fun,22,13
Gold,High School,having fun,22,4
Platinum,High School,having fun,18,3
Silver,High School,winning,19,15
Diamond,High School,having fun,18,8
Gold,None,improving,18,8
Platinum,High School,relaxing,18,9
Platinum,High School,winning,18,0
Platinum,High School,winning,19,12
Gold,High School,winning,20,10
Platinum,High School,improving,23,9
Gold,Bachelor,having fun,23,4
Bronze,High School,winning,19,2
Gold,High School,improving,20,5
Bronze,None,having fun,19,0
Gold,Bachelor,improving,18,1
Gold,Bachelor,improving,26,7
Gold,High School,improving,20,3
Gold,Bachelor,improving,21,7
Diamond,High School,improving,18,6
Silver,High School,improving,20,9
Gold,High School,having fun,22,3
Platinum,High School,improving,20,5
Diamond,None,winning,25,0
Gold,High School,improving,25,2
Silver,High School,improving,19,15
Platinum,High School,winning,19,6
Platinum,High School,winning,23,0
Gold,High School,having fun,18,1
Diamond,None,improving,18,0
Platinum,High School,improving,20,18
Gold,High School,having fun,24,3
Gold,High School,improving,22,16
Platinum,None,having fun,21,9
Silver,High School,improving,23,6
Gold,High School,winning,18,7
Diamond,High School,improving,18,3
Silver,None,improving,18,16
Gold,High School,winning,20,5
Diamond,High School,winning,18,1
Bronze,Bachelor,winning,29,11
Diamond,High School,improving,22,9
Platinum,High School,improving,19,2
Silver,Bachelor,improving,19,12
Gold,High School,having fun,21,6
Platinum,High School,winning,18,3
Gold,High School,improving,18,12
Silver,High School,having fun,18,16
Unranked,Master,having fun,23,6
Gold,High School,improving,18,2
Diamond,High School,relaxing,20,14
Gold,High School,improving,22,2
Silver,High School,having fun,19,9
Platinum,Bachelor,improving,25,7
Unranked,High School,having fun,25,2
Silver,Bachelor,having fun,24,2
Gold,None,having fun,18,5
Gold,High School,having fun,19,3
Diamond,High School,improving,19,7
Gold,None,winning,19,4
Platinum,Master,improving,22,2
Platinum,Bachelor,having fun,20,2
Gold,High School,having fun,20,2
Platinum,High School,winning,20,4
Silver,High School,improving,18,15
Platinum,Bachelor,winning,25,4
Platinum,High School,winning,21,13
Silver,High School,having fun,20,14
Silver,None,improving,18,1
Platinum,High School,having fun,19,7
Unranked,High School,having fun,19,2
Diamond,High School,improving,25,1
Platinum,High School,improving,18,16
Bronze,None,having fun,18,4
Silver,Bachelor,improving,23,6
Platinum,Bachelor,relaxing,23,5
Silver,High School,having fun,18,0
Silver,None,having fun,21,0
Gold,Bachelor,improving,21,9
Gold,High School,having fun,19,4
Diamond,High School,improving,23,3
Platinum,High School,having fun,19,13
Unranked,High School,having fun,18,2
Silver,High School,relaxing,19,9
Platinum,Doctor,having fun,24,7
Platinum,High School,winning,20,7
Gold,Master,winning,24,0
Diamond,High School,improving,20,2
Silver,High School,having fun,26,4
Silver,High School,having fun,20,3
Platinum,High School,having fun,18,7
Silver,High School,improving,19,1
Gold,High School,having fun,21,5
Diamond,High School,winning,22,6
Diamond,Bachelor,having fun,20,1
Silver,High School,winning,21,13
Gold,Bachelor,improving,23,5
Diamond,High School,improving,21,9
Diamond,High School,having fun,22,2
Platinum,High School,improving,18,8
Diamond,High School,having fun,19,0
Silver,Bachelor,improving,26,9
Platinum,None,improving,19,1
Silver,High School,improving,19,2
Gold,Bachelor,improving,18,2
Gold,High School,improving,20,9
Unranked,High School,having fun,19,3
Platinum,High School,improving,21,0
Diamond,High School,winning,25,5
Gold,Bachelor,having fun,28,1
Silver,None,having fun,18,8
Gold,None,improving,18,8
Platinum,High School,having fun,19,7
Silver,High School,having fun,18,3
Silver,Master,relaxing,25,11
Silver,Bachelor,improving,28,5
Bronze,Bachelor,having fun,22,2
Bronze,High School,improving,18,10
Gold,Bachelor,winning,27,8
Gold,None,having fun,18,7
Bronze,High School,improving,18,6
Silver,High School,relaxing,20,9
Gold,High School,improving,20,10
Silver,High School,having fun,18,5
Gold,High School,winning,21,1
Platinum,High School,improving,20,8
Silver,High School,improving,23,21
Gold,High School,having fun,21,0
Diamond,Bachelor,improving,21,13
Silver,High School,having fun,24,1
Gold,Bachelor,having fun,23,2
Gold,High School,having fun,22,2
Gold,Bachelor,improving,18,0
Silver,High School,having fun,19,1
Gold,Bachelor,having fun,36,3
Silver,High School,relaxing,20,2
Gold,High School,improving,19,3
Platinum,High School,winning,25,12
Platinum,High School,having fun,18,5
Gold,None,improving,18,4
Gold,High School,having fun,23,9
Gold,None,winning,19,2
Diamond,High School,improving,18,3
Silver,High School,improving,19,17
Silver,High School,having fun,19,7
Silver,High School,having fun,18,12
Silver,High School,having fun,21,4
Silver,High School,winning,21,14
Platinum,High School,having fun,21,3
Platinum,High School,improving,19,1
Gold,High School,relaxing,18,3
Silver,None,improving,18,4
Silver,None,having fun,28,4
Gold,None,having fun,18,4
Gold,High School,having fun,22,1
Silver,None,winning,18,15
Silver,High School,improving,18,2
Platinum,High School,improving,21,10
Gold,High School,improving,18,6
Gold,High School,improving,22,10
Gold,High School,having fun,21,2
Diamond,Bachelor,improving,18,3
Gold,High School,winning,21,0
Platinum,None,winning,20,8
Platinum,High School,improving,18,3
Platinum,High School,having fun,20,1
Bronze,None,improving,18,0
Diamond,High School,relaxing,22,0
Platinum,High School,winning,18,5
Diamond,High School,having fun,18,2
Gold,None,improving,26,1
Platinum,High School,having fun,18,14
Platinum,High School,having fun,21,1
Platinum,High School,improving,20,5
Silver,High School,improving,22,6
Bronze,High School,having fun,21,7
Diamond,Bachelor,improving,22,19
Gold,Bachelor,having fun,18,5
Diamond,High School,relaxing,18,4
Gold,High School,having fun,20,6
Unranked,High School,having fun,19,0
Platinum,High School,improving,18,6
Platinum,High School,improving,19,6
Platinum,High School,improving,19,4
Silver,High School,having fun,18,0
Gold,High School,relaxing,19,2
Silver,High School,improving,18,2
