,0,1,2
8283,improving,Bachelor,Gold
8284,having fun,High School,Gold
8285,having fun,High School,Gold
8286,having fun,High School,Silver
8287,Platinum,High School,improving
8288,having fun,High School,Gold
8289,Diamond,High School,improving
8290,Platinum,None,improving
8291,having fun,Bachelor,Gold
8292,having fun,High School,Gold
8293,Unranked,having fun,High School
8294,having fun,High School,Gold
8295,having fun,High School,Gold
8296,Platinum,High School,improving
8297,relaxing,High School,Gold
8298,having fun,High School,Gold
8299,having fun,High School,Silver
8300,improving,High School,Gold
8301,having fun,High School,Silver
8302,Platinum,Bachelor,improving
8303,Unranked,having fun,High School
8304,having fun,Bachelor,Gold
8305,improving,High School,Silver
8306,having fun,High School,Gold
8307,improving,High School,Gold
8308,improving,Bachelor,Silver
8309,High School,Silver,winning
8310,improving,High School,Gold
8311,improving,High School,Gold
8312,Unranked,having fun,High School
8313,improving,High School,Silver
8314,winning,High School,Gold
8315,Platinum,High School,improving
8316,having fun,High School,Silver
8317,Platinum,High School,improving
8318,having fun,High School,Gold
8319,High School,Silver,winning
8320,Diamond,High School,improving
8321,Platinum,Bachelor,improving
8322,Platinum,High School,improving
8323,improving,Bachelor,Gold
8324,improving,High School,Gold
8325,Platinum,High School,relaxing
8326,Platinum,having fun,High School
8327,Platinum,High School,relaxing
8328,improving,High School,Gold
8329,improving,Bronze,None
8330,relaxing,High School,Gold
8331,having fun,High School,Gold
8332,Diamond,High School,improving
8333,having fun,High School,Silver
8334,improving,High School,Bronze
8335,Platinum,having fun,High School
8336,Platinum,None,winning
8337,Platinum,High School,winning
8338,improving,High School,Bronze
8339,Platinum,High School,winning
8340,Diamond,having fun,High School
8341,Master,having fun,Gold
8342,Diamond,having fun,High School
8343,having fun,High School,Silver
8344,Unranked,having fun,High School
8345,winning,High School,Gold
8346,having fun,High School,Silver
8347,Platinum,having fun,High School
8348,improving,High School,Gold
8349,winning,High School,Gold
8350,having fun,High School,Gold
8351,having fun,High School,Silver
8352,improving,Bachelor,Bronze
8353,improving,High School,Gold
8354,improving,Bachelor,Gold
8355,Platinum,having fun,Bachelor
8356,Platinum,High School,improving
8357,having fun,High School,Silver
8358,Diamond,Bachelor,improving
8359,None,Silver,winning
8360,Master,having fun,Silver
8361,relaxing,High School,Gold
8362,improving,None,Gold
8363,improving,High School,Gold
8364,having fun,High School,Gold
8365,having fun,High School,Gold
8366,Diamond,High School,improving
8367,improving,None,Gold
8368,having fun,Bachelor,Gold
8369,having fun,High School,Silver
8370,Platinum,High School,winning
8371,winning,High School,Gold
8372,Diamond,High School,improving
8373,Diamond,High School,improving
8374,having fun,None,Gold
8375,improving,High School,Gold
8376,having fun,None,Silver
8377,Diamond,None,improving
8378,having fun,High School,Silver
8379,having fun,High School,Gold
8380,having fun,Doctor,Silver
8381,Diamond,High School,improving
8382,improving,Bachelor,Gold
8383,High School,Bronze,relaxing
8384,Platinum,having fun,None
8385,None,Silver,winning
8386,improving,High School,Bronze
8387,Unranked,High School,relaxing
8388,improving,High School,Gold
8389,High School,Bronze,relaxing
8390,Platinum,having fun,Bachelor
8391,Master,having fun,Gold
8392,improving,None,Silver
8393,winning,High School,Gold
8394,having fun,Bachelor,Silver
8395,improving,High School,Gold
8396,having fun,High School,Silver
8397,improving,High School,Gold
8398,Diamond,High School,improving
8399,having fun,Bachelor,Silver
8400,having fun,High School,Gold
8401,improving,Bronze,None
8402,Master,Silver,improving
8403,improving,Bachelor,Bronze
8404,Diamond,High School,winning
8405,improving,High School,Silver
8406,improving,High School,Silver
8407,High School,Silver,relaxing
8408,improving,High School,Bronze
8409,Platinum,High School,improving
8410,Diamond,High School,winning
8411,improving,High School,Gold
8412,winning,High School,Gold
8413,Diamond,having fun,High School
8414,Diamond,High School,improving
8415,having fun,High School,Gold
8416,Diamond,Bachelor,improving
8417,Diamond,High School,improving
8418,having fun,High School,Gold
8419,improving,High School,Gold
8420,Platinum,having fun,High School
8421,improving,High School,Gold
8422,having fun,High School,Gold
8423,improving,None,Gold
8424,having fun,High School,Silver
8425,having fun,High School,Gold
8426,having fun,None,Gold
8427,having fun,High School,Gold
8428,improving,High School,Gold
8429,Platinum,High School,improving
8430,winning,Bachelor,Gold
8431,having fun,Bachelor,Gold
8432,Platinum,having fun,High School
8433,relaxing,High School,Gold
8434,having fun,High School,Gold
8435,improving,High School,Gold
8436,Diamond,High School,winning
8437,Diamond,None,improving
8438,winning,Bachelor,Gold
8439,Diamond,High School,improving
8440,having fun,Bachelor,Silver
8441,having fun,High School,Silver
8442,having fun,High School,Silver
8443,improving,Bachelor,Gold
8444,Unranked,having fun,High School
8445,Platinum,None,improving
8446,Platinum,having fun,High School
8447,improving,High School,Gold
8448,improving,High School,Gold
8449,Diamond,High School,winning
8450,Master,Silver,improving
8451,winning,High School,Gold
8452,Unranked,having fun,None
8453,Platinum,High School,improving
8454,having fun,High School,Bronze
8455,having fun,High School,Gold
8456,Platinum,High School,improving
8457,improving,High School,Silver
8458,Platinum,having fun,High School
8459,Diamond,High School,improving
8460,Diamond,Bachelor,improving
8461,improving,Bronze,None
8462,Platinum,High School,improving
8463,Platinum,having fun,High School
8464,having fun,High School,Gold
8465,Platinum,having fun,High School
8466,Platinum,having fun,None
8467,having fun,High School,Bronze
8468,Platinum,having fun,High School
8469,having fun,Bachelor,Gold
8470,Diamond,High School,improving
8471,having fun,High School,Silver
8472,Platinum,High School,improving
8473,Platinum,having fun,High School
8474,High School,Silver,winning
8475,having fun,High School,Silver
8476,having fun,High School,Silver
8477,relaxing,High School,Gold
8478,having fun,High School,Gold
8479,Platinum,High School,winning
8480,Unranked,having fun,Bachelor
8481,having fun,High School,Gold
8482,Platinum,None,improving
8483,High School,Silver,winning
8484,having fun,High School,Gold
8485,having fun,High School,Gold
8486,improving,None,Silver
8487,Unranked,High School,improving
8488,relaxing,High School,Gold
8489,having fun,High School,Gold
8490,improving,Bachelor,Gold
8491,Platinum,having fun,High School
8492,improving,Bachelor,Gold
8493,having fun,High School,Gold
8494,improving,None,Gold
8495,Unranked,having fun,High School
8496,improving,High School,Silver
8497,improving,High School,Gold
8498,Platinum,Bachelor,relaxing
8499,Platinum,High School,winning
8500,winning,High School,Gold
8501,Diamond,having fun,Bachelor
8502,improving,None,Silver
8503,having fun,High School,Gold
8504,having fun,Bachelor,Gold
8505,having fun,Bachelor,Gold
8506,Unranked,having fun,High School
8507,improving,Bronze,None
8508,improving,Bachelor,Gold
8509,having fun,Bachelor,Gold
8510,improving,High School,Silver
8511,having fun,Bachelor,Silver
8512,improving,High School,Bronze
8513,having fun,High School,Silver
8514,having fun,Bachelor,Silver
8515,having fun,High School,Gold
8516,having fun,High School,Bronze
8517,winning,High School,Gold
8518,Unranked,High School,relaxing
8519,Diamond,having fun,None
8520,improving,High School,Bronze
8521,Platinum,High School,improving
8522,Diamond,Bachelor,improving
8523,winning,Bachelor,Gold
8524,having fun,Bachelor,Silver
8525,Platinum,having fun,High School
8526,having fun,High School,Gold
8527,having fun,High School,Bronze
8528,Diamond,having fun,High School
8529,Unranked,High School,improving
8530,Platinum,having fun,High School
8531,Unranked,having fun,Bachelor
8532,having fun,High School,Silver
8533,Platinum,having fun,High School
8534,improving,High School,Silver
8535,Platinum,High School,improving
8536,having fun,High School,Gold
8537,Platinum,High School,improving
8538,having fun,High School,Gold
8539,High School,Silver,winning
8540,improving,High School,Silver
8541,Diamond,Bachelor,improving
8542,improving,High School,Silver
8543,improving,High School,Bronze
8544,Platinum,High School,improving
8545,improving,Bachelor,Gold
8546,improving,High School,Gold
8547,having fun,High School,Silver
8548,Platinum,having fun,High School
8549,Diamond,High School,improving
8550,Bachelor,Bronze,winning
8551,improving,High School,Bronze
8552,Platinum,having fun,Bachelor
8553,having fun,High School,Gold
8554,High School,Silver,winning
8555,Platinum,having fun,Bachelor
8556,Platinum,having fun,High School
8557,improving,High School,Gold
8558,improving,High School,Gold
8559,Bachelor,Silver,winning
8560,winning,High School,Gold
8561,High School,Silver,winning
8562,Diamond,having fun,High School
8563,having fun,Bronze,None
8564,having fun,High School,Gold
8565,Platinum,None,improving
8566,winning,None,Gold
8567,having fun,High School,Silver
8568,improving,High School,Silver
8569,Platinum,having fun,Bachelor
8570,High School,Bronze,winning
8571,Diamond,High School,winning
8572,having fun,Bachelor,Bronze
8573,Diamond,High School,winning
8574,having fun,None,Silver
8575,having fun,High School,Gold
8576,having fun,High School,Gold
8577,having fun,High School,Gold
8578,having fun,Bronze,None
8579,having fun,Bachelor,Gold
8580,improving,High School,Gold
8581,High School,Bronze,winning
8582,Platinum,Bachelor,improving
8583,improving,None,Gold
8584,improving,None,Gold
8585,improving,High School,Silver
8586,winning,High School,Gold
8587,Diamond,High School,improving
8588,having fun,High School,Gold
8589,improving,High School,Silver
8590,having fun,High School,Silver
8591,improving,High School,Gold
8592,Platinum,High School,winning
8593,High School,Silver,winning
8594,Platinum,Doctor,improving
8595,Platinum,having fun,None
8596,having fun,High School,Silver
8597,Platinum,having fun,High School
8598,Diamond,Bachelor,improving
8599,having fun,Bronze,None
8600,Platinum,None,winning
8601,having fun,High School,Silver
8602,winning,Bachelor,Gold
8603,improving,High School,Bronze
8604,Diamond,High School,improving
8605,having fun,High School,Silver
8606,relaxing,High School,Gold
8607,Diamond,High School,winning
8608,High School,Silver,winning
8609,Diamond,High School,winning
8610,having fun,High School,Gold
8611,winning,Bachelor,Gold
8612,Diamond,High School,relaxing
8613,Platinum,High School,improving
8614,Platinum,High School,improving
8615,improving,High School,Bronze
8616,having fun,High School,Gold
8617,Diamond,High School,improving
8618,Platinum,High School,winning
8619,Diamond,Bachelor,improving
8620,Platinum,High School,winning
8621,Diamond,Bachelor,improving
8622,having fun,High School,Silver
8623,Unranked,Bachelor,improving
8624,winning,High School,Gold
8625,Platinum,having fun,High School
8626,having fun,High School,Gold
8627,High School,Bronze,winning
8628,improving,Bachelor,Silver
8629,having fun,High School,Gold
8630,having fun,High School,Silver
8631,Platinum,High School,improving
8632,Platinum,having fun,Bachelor
8633,Diamond,High School,winning
8634,winning,High School,Gold
8635,having fun,Bachelor,Bronze
8636,having fun,High School,Gold
8637,Diamond,Bachelor,improving
8638,Diamond,High School,improving
8639,Diamond,High School,winning
8640,improving,High School,Gold
8641,having fun,Bachelor,Gold
8642,having fun,Bachelor,Gold
8643,having fun,Bachelor,Gold
8644,improving,None,Silver
8645,Platinum,having fun,Master
8646,Platinum,Bachelor,improving
8647,having fun,High School,Gold
8648,Platinum,High School,improving
8649,Platinum,High School,improving
8650,improving,None,Gold
8651,having fun,Bachelor,Gold
8652,relaxing,High School,Gold
8653,Diamond,None,improving
8654,winning,High School,Gold
8655,improving,Bachelor,Gold
8656,Platinum,High School,winning
8657,Platinum,High School,winning
8658,improving,High School,Gold
8659,having fun,Bronze,None
8660,improving,High School,Silver
8661,Platinum,having fun,High School
8662,Platinum,having fun,None
8663,having fun,Bachelor,Silver
8664,Platinum,High School,improving
8665,Diamond,High School,winning
8666,having fun,High School,Silver
8667,Platinum,having fun,Master
8668,improving,High School,Bronze
8669,improving,Bachelor,Gold
8670,having fun,High School,Gold
8671,improving,High School,Gold
8672,Diamond,Bachelor,improving
8673,Platinum,having fun,High School
8674,Diamond,None,improving
8675,Diamond,High School,relaxing
8676,improving,High School,Gold
8677,having fun,High School,Silver
8678,Platinum,having fun,None
8679,Unranked,having fun,High School
8680,having fun,High School,Silver
8681,improving,Bachelor,Gold
8682,having fun,High School,Bronze
8683,improving,High School,Gold
8684,Diamond,High School,winning
8685,having fun,High School,Silver
8686,having fun,High School,Gold
8687,Diamond,None,improving
8688,Diamond,having fun,High School
8689,Platinum,High School,winning
8690,Platinum,High School,improving
8691,Diamond,None,improving
8692,Platinum,having fun,High School
