League,Degree,Age,GAD_T
Silver,High School,20,9
Gold,High School,20,10
Silver,High School,18,5
Gold,High School,21,1
Platinum,High School,20,8
Silver,High School,23,21
Gold,High School,21,0
Diamond,Bachelor,21,13
Silver,High School,24,1
Gold,Bachelor,23,2
Gold,High School,22,2
Gold,Bachelor,18,0
Silver,High School,19,1
Gold,Bachelor,36,3
Silver,High School,20,2
Gold,High School,19,3
Platinum,High School,25,12
Platinum,High School,18,5
Gold,None,18,4
Gold,High School,23,9
Gold,None,19,2
Diamond,High School,18,3
Silver,High School,19,17
Silver,High School,19,7
Silver,High School,18,12
Silver,High School,21,4
Silver,High School,21,14
Platinum,High School,21,3
Platinum,High School,19,1
Gold,High School,18,3
Silver,None,18,4
Silver,None,28,4
Gold,None,18,4
Gold,High School,22,1
Silver,None,18,15
Silver,High School,18,2
Platinum,High School,21,10
Gold,High School,18,6
Gold,High School,22,10
Gold,High School,21,2
Diamond,Bachelor,18,3
Gold,High School,21,0
Platinum,None,20,8
Platinum,High School,18,3
Platinum,High School,20,1
Bronze,None,18,0
Diamond,High School,22,0
Platinum,High School,18,5
Diamond,High School,18,2
Gold,None,26,1
Platinum,High School,18,14
Platinum,High School,21,1
Platinum,High School,20,5
Silver,High School,22,6
Bronze,High School,21,7
Diamond,Bachelor,22,19
Gold,Bachelor,18,5
Diamond,High School,18,4
Gold,High School,20,6
Unranked,High School,19,0
Platinum,High School,18,6
Platinum,High School,19,6
Platinum,High School,19,4
Silver,High School,18,0
Gold,High School,19,2
Silver,High School,18,2
Gold,High School,22,1
Gold,High School,22,8
Diamond,High School,20,0
Platinum,None,18,1
Gold,High School,24,5
Unranked,High School,19,8
Gold,High School,19,2
Platinum,Bachelor,24,1
Gold,High School,20,5
Platinum,High School,18,7
Gold,Bachelor,21,16
Diamond,None,19,0
Diamond,High School,19,19
Diamond,Bachelor,31,2
Gold,High School,21,19
Gold,High School,22,2
Platinum,High School,23,1
Platinum,None,18,2
Silver,None,18,21
Gold,High School,28,2
Gold,High School,19,6
Silver,High School,18,3
Platinum,Bachelor,28,4
Platinum,High School,18,6
Gold,Bachelor,23,2
Silver,High School,18,3
Gold,High School,19,7
Unranked,Bachelor,21,4
Silver,High School,23,1
Gold,High School,18,1
Gold,Bachelor,18,4
Silver,High School,18,2
Gold,High School,20,7
Gold,High School,18,8
Diamond,High School,18,3
Silver,None,19,7
Diamond,High School,21,4
Gold,High School,18,2
Silver,High School,19,4
Bronze,High School,18,11
Silver,High School,19,7
Platinum,Master,23,5
Unranked,High School,18,4
Gold,Bachelor,24,10
Platinum,High School,20,11
Gold,High School,19,5
Platinum,None,21,12
Platinum,None,19,8
Platinum,High School,22,14
Gold,High School,19,3
Gold,High School,18,1
Diamond,High School,18,5
Gold,High School,24,8
Gold,None,19,7
Silver,None,18,2
Platinum,Master,26,3
Platinum,Bachelor,20,3
Silver,Bachelor,23,0
Gold,Bachelor,22,7
Platinum,High School,19,8
Silver,High School,18,1
Silver,High School,25,5
Diamond,Bachelor,23,5
Gold,None,18,6
Gold,High School,18,8
Silver,None,18,3
Silver,High School,24,16
Platinum,High School,19,3
Diamond,Bachelor,19,0
Gold,Bachelor,23,7
Gold,High School,18,0
Diamond,High School,18,6
Bronze,High School,18,3
Silver,High School,20,3
Platinum,High School,23,16
Gold,High School,18,2
Platinum,None,19,12
Platinum,High School,18,4
Diamond,High School,20,13
Diamond,High School,18,1
Platinum,High School,18,0
Silver,Bachelor,20,0
Diamond,None,18,3
Diamond,None,18,4
Platinum,High School,24,1
Diamond,Bachelor,23,4
Unranked,Bachelor,26,0
Silver,High School,20,6
Diamond,High School,18,14
Gold,High School,24,5
Platinum,High School,19,11
Unranked,Bachelor,24,3
Bronze,High School,20,1
Unranked,High School,19,9
Gold,High School,19,3
Silver,High School,18,14
Platinum,High School,21,1
Silver,High School,20,2
Bronze,Bachelor,22,8
Diamond,High School,20,0
Platinum,None,18,5
Diamond,High School,18,1
Platinum,None,18,8
Platinum,High School,19,0
Gold,High School,18,4
Platinum,High School,26,4
Gold,Bachelor,25,2
Gold,High School,20,8
Gold,High School,21,4
Gold,Bachelor,22,16
Silver,High School,19,1
Silver,High School,18,2
Unranked,High School,19,2
Silver,High School,19,3
Gold,High School,20,3
Silver,High School,26,1
Platinum,High School,22,4
Platinum,High School,21,9
Gold,Master,25,10
Platinum,Bachelor,21,5
Gold,Bachelor,21,0
Gold,High School,19,4
Silver,High School,19,3
Platinum,Bachelor,22,16
Silver,High School,18,9
Diamond,High School,22,0
Gold,High School,19,2
Platinum,High School,20,3
Bronze,High School,20,8
Platinum,High School,21,3
Platinum,None,21,6
Diamond,Master,21,5
Gold,High School,18,2
Gold,High School,20,1
Silver,High School,18,16
Silver,High School,19,3
Gold,Bachelor,21,17
Diamond,High School,20,2
Unranked,High School,20,6
Platinum,Bachelor,25,6
Platinum,High School,18,2
Gold,High School,22,0
Silver,High School,26,1
Silver,None,18,2
Gold,None,18,3
Platinum,High School,20,8
Platinum,None,22,4
Gold,None,18,12
Platinum,High School,18,0
Silver,High School,22,2
Platinum,High School,18,6
Gold,Bachelor,20,2
Gold,Bachelor,23,2
Platinum,High School,22,7
Silver,High School,18,1
Gold,Bachelor,22,13
Silver,High School,18,6
Silver,Bachelor,21,11
Platinum,High School,18,4
Silver,High School,18,2
Silver,High School,18,1
Unranked,High School,23,0
Platinum,High School,20,2
Silver,High School,19,0
Gold,High School,23,1
Silver,High School,23,5
Silver,Bachelor,25,5
Silver,High School,27,1
Unranked,High School,19,5
Gold,High School,20,10
Unranked,High School,18,18
Silver,High School,18,8
Silver,High School,19,2
Platinum,High School,20,1
Bronze,High School,24,6
Platinum,High School,20,5
Bronze,Bachelor,24,3
Platinum,High School,19,3
Diamond,High School,18,7
Gold,High School,19,4
Platinum,High School,25,2
Gold,Bachelor,25,2
Diamond,Bachelor,20,5
Gold,High School,22,6
Silver,High School,19,11
Silver,High School,20,8
Gold,High School,18,13
Silver,High School,21,2
Platinum,High School,19,7
Diamond,Bachelor,21,2
Gold,High School,20,6
Silver,Bachelor,24,5
Bronze,High School,18,5
Platinum,High School,22,7
Diamond,High School,22,2
Platinum,None,18,15
Gold,Bachelor,22,5
Silver,High School,18,13
Silver,High School,19,12
Platinum,Bachelor,23,5
Bronze,High School,18,4
Platinum,High School,19,3
Unranked,High School,19,2
Gold,None,18,0
Gold,High School,21,0
Gold,High School,23,2
Gold,None,18,18
Platinum,None,21,5
Platinum,High School,22,13
Unranked,High School,20,12
Silver,Bachelor,23,4
Silver,Bachelor,23,21
Bronze,High School,19,8
Platinum,High School,22,17
Gold,High School,20,1
Platinum,High School,22,5
Gold,High School,22,1
Platinum,High School,21,6
Gold,Bachelor,24,12
Platinum,None,18,6
Platinum,Bachelor,22,0
Gold,High School,20,7
Gold,None,18,3
Diamond,High School,18,8
Platinum,High School,19,11
Gold,High School,18,6
Silver,High School,20,8
Unranked,High School,18,4
Silver,Bachelor,25,17
Diamond,High School,19,9
Gold,High School,18,17
Gold,High School,23,3
Gold,High School,18,4
Platinum,None,18,2
Silver,High School,22,15
Silver,High School,18,4
Silver,High School,18,10
Platinum,High School,20,2
Diamond,High School,20,3
Bronze,High School,20,5
Unranked,High School,20,9
Bronze,High School,18,7
Gold,High School,18,9
Silver,Bachelor,31,1
Platinum,High School,18,17
Gold,High School,19,2
Bronze,Bachelor,21,4
Diamond,High School,18,11
Gold,High School,18,6
Platinum,High School,20,7
Silver,High School,21,2
Gold,High School,20,0
Unranked,Doctor,27,3
Unranked,Doctor,27,3
Platinum,Bachelor,22,1
Silver,Bachelor,24,0
Diamond,High School,18,3
Silver,High School,18,16
Diamond,High School,26,6
Platinum,High School,18,8
Bronze,High School,24,15
Platinum,High School,27,4
Platinum,Master,24,1
Silver,High School,18,5
Platinum,High School,20,7
Platinum,High School,21,7
Diamond,Bachelor,18,5
Platinum,High School,21,12
Gold,High School,18,0
Platinum,Bachelor,20,1
Diamond,High School,19,4
Gold,Bachelor,31,4
Silver,Doctor,25,4
Diamond,Bachelor,20,1
Gold,High School,18,5
Silver,High School,19,8
Platinum,Bachelor,20,5
Gold,None,18,3
Gold,High School,18,4
Platinum,High School,18,4
Platinum,None,24,5
Silver,High School,18,5
Silver,High School,20,2
Diamond,High School,20,8
Silver,High School,20,3
Silver,High School,18,21
Silver,Master,31,0
Platinum,Bachelor,20,6
Diamond,Bachelor,22,0
Diamond,High School,20,8
Diamond,High School,18,8
Diamond,High School,20,8
Gold,High School,19,3
Silver,Bachelor,20,7
Gold,High School,22,2
Gold,High School,18,0
Diamond,Bachelor,31,2
Gold,Bachelor,21,21
Silver,High School,21,7
Platinum,Bachelor,19,18
Silver,High School,19,8
Gold,Bachelor,21,1
Gold,Bachelor,22,3
Gold,Bachelor,24,3
Diamond,None,22,1
Bronze,High School,22,14
Diamond,High School,19,2
Bronze,High School,30,11
Diamond,Bachelor,21,15
Diamond,High School,19,9
Platinum,Bachelor,21,13
Bronze,High School,18,10
Unranked,Bachelor,22,8
Unranked,Bachelor,23,3
Gold,High School,20,2
Gold,High School,18,5
Bronze,High School,19,3
Unranked,Bachelor,25,5
Silver,Bachelor,20,2
Silver,None,19,14
Silver,Bachelor,19,4
Platinum,High School,23,10
Silver,High School,21,0
Gold,High School,20,1
Bronze,None,38,8
Platinum,High School,18,0
Gold,High School,20,13
Silver,Bachelor,21,5
Silver,High School,18,2
Bronze,High School,22,9
Gold,High School,21,5
Bronze,Bachelor,31,13
Platinum,High School,23,8
Silver,High School,19,2
Diamond,High School,18,17
Unranked,High School,22,2
Bronze,Bachelor,22,1
Gold,Master,35,0
Gold,Bachelor,22,5
Silver,High School,18,8
Gold,High School,20,3
Gold,Bachelor,24,3
Gold,High School,23,12
Gold,High School,23,6
Silver,High School,18,12
Platinum,High School,18,3
Gold,High School,18,5
Diamond,High School,19,2
Platinum,None,18,3
Gold,Bachelor,20,2
Gold,High School,18,8
Unranked,High School,25,11
Gold,High School,18,1
Gold,High School,19,2
Platinum,High School,21,0
Gold,High School,18,5
Gold,High School,18,8
Silver,High School,22,7
Gold,High School,18,14
Silver,High School,19,6
Platinum,Bachelor,23,0
Unranked,High School,25,21
Gold,Bachelor,20,7
Silver,High School,19,10
Gold,High School,21,7
Gold,High School,23,2
Silver,Bachelor,20,0
Silver,High School,18,6
Gold,High School,18,7
Gold,High School,19,1
Unranked,High School,19,0
Silver,High School,25,12
Gold,High School,24,10
Platinum,High School,18,16
Silver,High School,19,7
Platinum,High School,21,2
Gold,High School,18,10
Silver,High School,18,2
Diamond,High School,22,2
Platinum,Bachelor,20,13
Platinum,High School,18,0
Gold,Bachelor,22,9
Gold,High School,21,10
Platinum,High School,19,7
Platinum,High School,23,8
Platinum,High School,18,4
Gold,High School,18,2
Bronze,None,18,4
Gold,High School,20,8
Gold,High School,22,1
Diamond,High School,18,6
Silver,High School,21,5
Bronze,High School,19,7
Platinum,High School,24,0
Platinum,None,18,11
Platinum,High School,26,1
Bronze,High School,18,15
Platinum,High School,19,7
Diamond,High School,19,3
Gold,Master,22,1
Diamond,High School,19,4
Silver,High School,18,0
Unranked,High School,18,13
Gold,High School,18,2
Silver,High School,19,8
Platinum,High School,19,10
Gold,High School,21,2
Gold,High School,20,12
Gold,High School,22,1
Silver,High School,18,6
Bronze,Bachelor,27,6
Gold,High School,19,11
Gold,Bachelor,28,8
Platinum,Bachelor,23,3
Platinum,High School,19,21
Silver,High School,20,0
Diamond,Bachelor,22,4
Silver,None,20,4
Silver,Master,25,0
Gold,High School,19,3
Gold,None,18,1
Gold,High School,20,1
Gold,High School,20,6
Gold,High School,20,7
Diamond,High School,21,13
Gold,None,18,0
Gold,Bachelor,25,4
Silver,High School,20,3
Platinum,High School,20,2
Gold,High School,18,4
Diamond,High School,18,16
Diamond,High School,22,5
Gold,None,18,6
Gold,High School,27,3
Silver,None,18,5
Diamond,None,18,7
Silver,High School,20,10
Gold,High School,20,4
Silver,Doctor,31,5
Diamond,High School,26,5
Gold,Bachelor,24,2
Bronze,High School,21,4
Platinum,None,19,0
Silver,None,18,15
Bronze,High School,19,0
Unranked,High School,21,14
Gold,High School,19,7
Bronze,High School,22,8
Platinum,Bachelor,23,6
Gold,Master,26,0
Silver,None,18,12
Gold,High School,21,9
Silver,Bachelor,21,1
Gold,High School,18,4
Silver,High School,21,6
Gold,High School,21,10
Diamond,High School,21,3
Silver,Bachelor,22,5
Gold,High School,23,4
Bronze,None,18,4
Silver,Master,22,7
Bronze,Bachelor,26,1
Diamond,High School,18,1
Silver,High School,24,1
Silver,High School,18,10
Silver,High School,18,19
Bronze,High School,19,3
Platinum,High School,20,8
Diamond,High School,21,12
Gold,High School,21,0
Gold,High School,20,5
Diamond,High School,18,1
Diamond,High School,18,5
Gold,High School,19,6
Diamond,Bachelor,21,2
Diamond,High School,22,10
Gold,High School,19,8
Gold,High School,24,12
Platinum,High School,22,0
Gold,High School,23,8
Gold,High School,19,3
Gold,None,18,0
Silver,High School,19,7
Gold,High School,19,5
Gold,None,18,11
Gold,High School,19,3
Gold,High School,18,0
Platinum,High School,26,0
Gold,Bachelor,25,1
Gold,Bachelor,31,2
Platinum,High School,20,6
Gold,High School,18,1
Gold,High School,21,3
Gold,High School,20,2
Diamond,High School,18,15
Diamond,None,21,6
Gold,Bachelor,20,11
Diamond,High School,18,6
Silver,Bachelor,28,3
Silver,High School,19,11
Silver,High School,20,3
Gold,Bachelor,32,3
Unranked,High School,20,1
Platinum,None,18,2
Platinum,High School,19,4
Gold,High School,18,11
Gold,High School,21,0
Diamond,High School,24,11
Silver,Master,23,0
Gold,High School,18,2
Unranked,None,19,7
Platinum,High School,20,7
Bronze,High School,24,3
Gold,High School,18,4
Platinum,High School,20,3
Silver,High School,19,4
Platinum,High School,18,8
Diamond,High School,24,3
Diamond,Bachelor,24,10
Bronze,None,18,20
Platinum,High School,19,11
Platinum,High School,24,1
Gold,High School,19,3
Platinum,High School,18,5
Platinum,None,18,4
Bronze,High School,18,2
Platinum,High School,18,16
Gold,Bachelor,18,13
Diamond,High School,21,2
Silver,High School,23,15
Platinum,High School,18,2
Platinum,High School,19,2
Silver,High School,20,1
Silver,High School,20,17
Silver,High School,18,4
Gold,High School,18,19
Gold,High School,22,6
Platinum,High School,20,0
Unranked,Bachelor,21,2
Gold,High School,24,2
Platinum,None,18,3
Silver,High School,21,1
Gold,High School,19,0
Gold,High School,18,15
Silver,None,18,3
Unranked,High School,24,5
Gold,High School,19,5
Gold,High School,20,3
Gold,Bachelor,24,2
Platinum,High School,22,4
Gold,Bachelor,21,3
Gold,High School,18,4
Gold,None,18,11
Unranked,High School,20,13
Silver,High School,18,6
Gold,High School,20,4
Platinum,Bachelor,27,3
Platinum,High School,18,18
Gold,High School,24,10
Diamond,Bachelor,20,0
Silver,None,18,10
Gold,High School,19,12
Gold,Bachelor,26,7
Gold,Bachelor,21,10
Unranked,High School,20,0
Bronze,None,18,2
Gold,Bachelor,22,9
Gold,Bachelor,24,0
Silver,High School,20,7
Silver,Bachelor,24,7
Bronze,High School,20,12
Silver,High School,18,4
Silver,Bachelor,22,5
Gold,High School,19,2
Bronze,High School,18,4
Gold,High School,20,1
Unranked,High School,24,6
Diamond,None,21,14
Bronze,High School,18,3
Platinum,High School,18,10
Diamond,Bachelor,24,2
Gold,Bachelor,25,1
Silver,Bachelor,24,6
Platinum,High School,21,13
Gold,High School,18,6
Bronze,High School,20,11
Diamond,High School,18,1
Unranked,High School,19,4
Platinum,High School,21,3
Unranked,Bachelor,21,4
Silver,High School,19,1
Platinum,High School,19,9
Silver,High School,19,2
Platinum,High School,19,11
Gold,High School,19,4
Platinum,High School,24,3
Gold,High School,19,18
Silver,High School,21,6
Silver,High School,21,3
Diamond,Bachelor,21,1
Silver,High School,23,5
Bronze,High School,18,2
Platinum,High School,20,2
Gold,Bachelor,24,2
Gold,High School,20,8
Silver,High School,21,5
Platinum,High School,18,12
Diamond,High School,18,1
Bronze,Bachelor,21,10
Bronze,High School,20,1
Platinum,Bachelor,21,14
Gold,High School,20,4
Silver,High School,20,0
Platinum,Bachelor,23,0
Platinum,High School,21,7
Gold,High School,31,7
Gold,High School,28,14
Silver,Bachelor,28,1
Gold,High School,20,14
Silver,High School,19,3
Diamond,High School,26,2
Bronze,None,20,5
Gold,High School,21,1
Platinum,None,18,4
Gold,None,18,4
Silver,High School,20,1
Silver,High School,21,4
Platinum,Bachelor,22,0
Bronze,High School,19,5
Diamond,High School,19,15
Bronze,Bachelor,24,14
Diamond,High School,18,9
Silver,None,23,1
Gold,High School,18,2
Gold,High School,21,6
Gold,High School,19,13
Bronze,None,18,6
Gold,Bachelor,22,2
Gold,High School,18,5
Bronze,High School,27,15
Platinum,Bachelor,25,9
Gold,None,18,5
Gold,None,18,6
Silver,High School,20,15
Gold,High School,20,1
Diamond,High School,22,3
Gold,High School,18,6
Silver,High School,18,9
Silver,High School,18,3
Gold,High School,18,8
Platinum,High School,19,0
Silver,High School,18,1
Platinum,Doctor,24,6
Platinum,None,20,2
Silver,High School,18,10
Platinum,High School,19,7
Diamond,Bachelor,24,1
Bronze,None,18,6
Platinum,None,21,20
Silver,High School,20,14
Gold,Bachelor,23,5
Bronze,High School,18,10
Diamond,High School,18,12
Silver,High School,19,5
Gold,High School,18,13
Diamond,High School,20,3
Silver,High School,18,3
Diamond,High School,20,8
Gold,High School,19,3
Gold,Bachelor,20,9
Diamond,High School,19,12
Platinum,High School,18,0
Platinum,High School,19,5
Bronze,High School,19,5
Gold,High School,22,0
Diamond,High School,23,1
Platinum,High School,20,4
Diamond,Bachelor,24,2
Platinum,High School,28,6
Diamond,Bachelor,21,0
Silver,High School,18,7
Unranked,Bachelor,23,11
Gold,High School,18,3
Platinum,High School,18,6
Gold,High School,31,3
Bronze,High School,19,4
Silver,Bachelor,23,1
Gold,High School,22,7
Silver,High School,19,13
Platinum,High School,20,0
Platinum,Bachelor,23,8
Diamond,High School,23,3
Gold,High School,18,14
Bronze,Bachelor,23,3
Gold,High School,25,1
Diamond,Bachelor,21,6
Diamond,High School,18,2
Diamond,High School,19,7
Gold,High School,18,2
Gold,Bachelor,20,3
Gold,Bachelor,20,3
Gold,Bachelor,20,3
Silver,None,18,2
Platinum,Master,24,0
Platinum,Bachelor,22,4
Gold,High School,20,3
Platinum,High School,19,4
Platinum,High School,21,2
Gold,None,18,5
Gold,Bachelor,21,0
Gold,High School,21,2
Diamond,None,18,4
Gold,High School,22,17
Gold,Bachelor,25,7
Platinum,High School,19,3
Platinum,High School,19,5
Gold,High School,19,6
Bronze,None,18,0
Silver,High School,22,13
Platinum,High School,18,7
Platinum,None,18,1
Silver,Bachelor,22,2
Platinum,High School,22,10
Diamond,High School,21,15
Silver,High School,21,4
Platinum,Master,19,2
Bronze,High School,22,11
Gold,Bachelor,26,3
Gold,High School,20,5
Gold,High School,23,3
Diamond,Bachelor,24,0
Platinum,High School,23,2
Diamond,None,18,3
Diamond,High School,21,4
Gold,High School,25,5
Silver,High School,20,11
Platinum,None,18,1
Unranked,High School,19,11
